GENE,magma_p,magma_z,n_top_pathways,best_pathway_p,pathway_rank,pathways,gwas_min_p,gwas_rank,magma_rank,hit_gwas,hit_magma,hit_pathway,support_layers,score
SORBI_3009G239400,2.81E-09,6.4181,0,NA,NA,NA,2.81E-09,123,123,TRUE,TRUE,FALSE,2,4.88230416
SORBI_3009G234800,2.89E-09,5.5899,0,NA,NA,NA,2.89E-09,124,124,TRUE,TRUE,FALSE,2,4.875271012
SORBI_3009G199200,0.00063858,3.4089,2,4.89E-16,10,PWY-2161B-PMN; PWY-2161B,0.00063858,724,724,FALSE,FALSE,TRUE,1,4.873739292
SORBI_3009G233800,3.03E-09,6.4406,0,NA,NA,NA,3.03E-09,125,125,TRUE,TRUE,FALSE,2,4.868294356
SORBI_3009G242300,3.59E-09,5.296,0,NA,NA,NA,3.59E-09,127,127,TRUE,TRUE,FALSE,2,4.854506941
SORBI_3002G206800,0.066106,1.0528,1,1.12E-31,2,PWY-7185,0.066106,4496,4496,FALSE,FALSE,TRUE,1,4.851588818
SORBI_3009G241801,3.88E-09,5.8861,0,NA,NA,NA,3.88E-09,129,129,TRUE,TRUE,FALSE,2,4.840934962
SORBI_3009G246950,3.90E-09,5.8026,0,NA,NA,NA,3.90E-09,130,130,TRUE,TRUE,FALSE,2,4.834227678
SORBI_3009G238800,4.18E-09,6.0462,0,NA,NA,NA,4.18E-09,131,131,TRUE,TRUE,FALSE,2,4.827571791
SORBI_3001G500800,0.0010609,2.2068,1,1.26E-16,9,PWY-735,0.0010609,821,821,FALSE,FALSE,TRUE,1,4.823456125
SORBI_3009G241400,4.42E-09,5.2236,0,NA,NA,NA,4.42E-09,132,132,TRUE,TRUE,FALSE,2,4.82096652
SORBI_3009G224500,4.43E-09,6.0393,0,NA,NA,NA,4.43E-09,133,133,TRUE,TRUE,FALSE,2,4.814411101
SORBI_3009G236100,8.75E-08,5.0357,1,1.00E-04,65.5,PWY-5080,8.75E-08,211,211,FALSE,TRUE,TRUE,2,4.813553815
SORBI_3009G219400,5.01E-09,4.5288,0,NA,NA,NA,5.01E-09,135,135,TRUE,TRUE,FALSE,2,4.801446845
SORBI_3009G223200,5.21E-09,5.1707,0,NA,NA,NA,5.21E-09,136,136,TRUE,TRUE,FALSE,2,4.795036566
SORBI_3009G234100,5.32E-09,4.4601,0,NA,NA,NA,5.32E-09,137,137,TRUE,TRUE,FALSE,2,4.788673248
SORBI_3009G235000,5.70E-09,5.8664,0,NA,NA,NA,5.70E-09,138,138,TRUE,TRUE,FALSE,2,4.78235621
SORBI_3009G233900,5.86E-09,6.2508,0,NA,NA,NA,5.86E-09,139,139,TRUE,TRUE,FALSE,2,4.776084782
SORBI_3009G232100,5.87E-09,6.5787,0,NA,NA,NA,5.87E-09,140,140,TRUE,TRUE,FALSE,2,4.769858311
SORBI_3006G067600,7.51E-09,5.3461,0,NA,NA,NA,7.51E-09,142,142,TRUE,TRUE,FALSE,2,4.757537694
